BataryaGucu,Bluetooth,MikroislemciHizi,CiftHat,OnKameraMP,4G,DahiliBellek,Kalinlik,Agirlik,CekirdekSayisi,ArkaKameraMP,CozunurlukYükseklik,CozunurlukGenislik,RAM,BataryaOmru,3G,Dokunmatik,WiFi,FiyatAraligi,Renk
1119,Yok,0.5,Var,0.0,Var,23,0.4,164,4,1,821,915,3520.0,7,Var,Yok,Yok,Pahalı,Kırmızı
1154,Yok,1.2,Var,0.0,Var,49,0.2,181,8,2,541,1499,978.0,7,Var,Yok,Var,Çok Ucuz,Mavi
930,Yok,2.1,Var,0.0,Yok,54,0.9,80,1,13,1569,1763,1743.0,9,Yok,Var,Yok,Normal,Kahverengi
1727,Var,2.1,Var,10.0,Yok,57,0.3,158,6,18,376,1288,512.0,6,Yok,Yok,Yok,Çok Ucuz,Kahverengi
510,Yok,1.7,Var,3.0,Yok,35,0.8,120,3,6,382,1228,2509.0,11,Yok,Var,Var,Ucuz,Pembe
1646,Yok,2.5,Yok,3.0,Var,25,0.6,200,2,5,211,1608,686.0,11,Var,Var,Yok,Çok Ucuz,Sarı
1358,Var,0.5,Yok,11.0,Var,36,0.3,155,4,14,1565,1858,3068.0,4,Var,Var,Yok,Pahalı,Turkuaz
1464,Var,0.5,Var,11.0,Yok,12,0.9,117,2,14,854,1168,3927.0,15,Yok,Var,Var,Pahalı,Kırmızı
1569,Yok,0.5,Var,3.0,Yok,33,0.2,147,1,13,519,930,3538.0,15,Var,Yok,Var,Pahalı,Pembe
1266,Yok,1.9,Var,0.0,Var,7,0.2,184,3,12,346,1468,2532.0,4,Var,Var,Var,Normal,Turkuaz
856,Var,1.1,Var,14.0,Var,19,0.7,125,6,19,1057,1931,650.0,10,Var,Yok,Var,Çok Ucuz,Pembe
1066,Yok,3.0,Var,6.0,Var,5,0.5,167,5,7,53,1504,1044.0,11,Var,Yok,Yok,Çok Ucuz,Beyaz
1133,Yok,1.4,Yok,3.0,Yok,42,0.1,199,5,12,730,1543,1457.0,20,Var,Yok,Var,Ucuz,Kırmızı
1211,Var,1.2,Yok,0.0,Yok,28,0.3,130,2,3,58,963,2750.0,14,Yok,Var,Yok,Normal,Pembe
657,Var,1.9,Var,2.0,Yok,21,0.1,110,8,8,705,1905,783.0,11,Var,Var,Yok,Çok Ucuz,Mavi
565,Yok,0.6,Var,1.0,Yok,50,0.1,158,2,8,543,703,2156.0,6,Var,Var,Var,Ucuz,Siyah
1265,Yok,0.6,Var,4.0,Var,49,0.5,90,1,5,275,687,1518.0,8,Var,Yok,Var,Ucuz,Turkuaz
1538,Var,2.3,Yok,6.0,Var,13,0.2,121,7,7,567,986,1494.0,12,Var,Var,Var,Ucuz,Turuncu
1142,Var,1.1,Yok,0.0,Var,6,0.5,198,4,0,739,1766,1273.0,6,Var,Yok,Yok,Ucuz,Yeşil
1541,Var,2.8,Var,10.0,Var,28,0.2,165,5,15,796,1052,1108.0,7,Var,Yok,Var,Ucuz,Mavi
1341,Var,2.1,Var,0.0,Yok,36,0.4,107,8,1,473,574,2200.0,15,Yok,Var,Yok,Ucuz,Kırmızı
1930,Var,2.0,Yok,11.0,Yok,16,0.8,186,8,12,1901,1920,1783.0,13,Yok,Yok,Var,Normal,Beyaz
1358,Yok,1.7,Yok,0.0,Yok,60,0.6,147,3,1,889,1635,440.0,13,Var,Yok,Yok,Çok Ucuz,Yeşil
1949,Var,1.4,Yok,7.0,Yok,57,0.3,145,7,11,951,1178,356.0,19,Yok,Yok,Yok,Çok Ucuz,Turuncu
1416,Var,1.8,Var,0.0,Yok,20,0.1,93,4,0,1175,1578,3872.0,7,Yok,Yok,Var,Pahalı,Turuncu
1174,Yok,0.7,Var,1.0,Var,25,0.8,91,2,8,1097,1461,285.0,3,Var,Yok,Var,Çok Ucuz,Mavi
1699,Var,0.5,Yok,16.0,Yok,21,0.1,156,4,20,105,1099,1181.0,18,Var,Var,Yok,Ucuz,Sarı
739,Var,2.3,Var,2.0,Var,58,0.1,88,3,4,1052,1536,475.0,6,Var,Yok,Var,Çok Ucuz,Kırmızı
1317,Yok,1.8,Var,2.0,Yok,43,0.5,113,5,3,179,613,3436.0,5,Yok,Var,Var,Pahalı,Mavi
1652,Var,1.1,Var,1.0,Yok,36,0.7,89,4,5,313,1264,2338.0,20,Yok,Yok,Yok,Normal,Gri
618,Yok,2.1,Yok,2.0,Yok,6,0.3,86,1,4,1314,1688,1051.0,15,Yok,Yok,Var,Çok Ucuz,Turuncu
921,Var,2.2,Var,12.0,Var,10,0.1,170,7,18,1272,1469,3153.0,11,Var,Var,Yok,Pahalı,Turkuaz
1664,Var,2.9,Var,9.0,Var,15,0.5,177,7,19,1178,1929,1968.0,9,Var,Yok,Yok,Normal,Mavi
991,Yok,2.0,Yok,2.0,Var,12,0.3,158,5,6,1209,1678,2014.0,10,Var,Yok,Yok,Normal,Turkuaz
832,Var,0.5,Yok,5.0,Var,22,0.6,198,1,8,343,1431,1666.0,20,Var,Var,Var,Ucuz,Turkuaz
1745,Yok,1.5,Var,4.0,Var,57,0.1,159,3,16,1164,1908,2885.0,5,Var,Var,Var,Pahalı,Kırmızı
1083,Var,1.4,Var,2.0,Var,49,0.8,156,5,9,295,503,1338.0,5,Var,Var,Var,Çok Ucuz,Beyaz
1745,Yok,2.9,Yok,0.0,Var,3,0.9,105,3,0,426,1629,1308.0,2,Var,Var,Yok,Ucuz,Yeşil
1043,Yok,2.7,Yok,3.0,Yok,29,0.2,83,8,17,887,893,1183.0,8,Var,Yok,Yok,Çok Ucuz,Mavi
1541,Var,1.5,Var,6.0,Var,5,0.5,109,4,10,536,1656,1795.0,4,Var,Var,Var,Ucuz,Gri
1748,Var,0.5,Var,11.0,Var,53,0.5,114,4,20,718,1109,2633.0,9,Var,Yok,Yok,Normal,Kahverengi
1027,Var,2.2,Yok,0.0,Yok,63,0.8,102,5,4,152,714,1732.0,13,Yok,Var,Var,Ucuz,Kırmızı
1659,Yok,2.8,Yok,5.0,Yok,16,0.6,89,1,20,819,902,3255.0,9,Yok,Yok,Var,Pahalı,Kahverengi
834,Yok,0.5,Yok,2.0,Var,27,0.2,123,1,16,1421,1463,1591.0,20,Var,Var,Yok,Ucuz,Turkuaz
1841,Var,1.3,Var,6.0,Yok,14,0.6,167,8,8,593,672,2304.0,18,Yok,Yok,Var,Normal,Turkuaz
727,Var,1.5,Yok,0.0,Var,32,1.0,131,7,1,813,1377,1891.0,7,Var,Yok,Var,Ucuz,Pembe
1003,Var,2.9,Yok,16.0,Var,16,0.6,119,8,19,190,1905,1798.0,10,Var,Yok,Yok,Ucuz,Mavi
1702,Var,2.3,Var,12.0,Var,47,0.6,107,2,19,1284,1643,595.0,19,Var,Yok,Var,Ucuz,Mavi
1537,Yok,2.9,Yok,11.0,Var,46,0.8,158,4,17,686,1305,2857.0,2,Var,Var,Var,Pahalı,Kırmızı
1375,Yok,0.5,Var,2.0,Var,35,0.1,194,2,3,227,772,1947.0,15,Var,Var,Var,Ucuz,Mavi
622,Var,1.9,Var,12.0,Yok,11,0.8,193,8,14,760,1964,3183.0,4,Var,Var,Var,Normal,Mor
1635,Yok,2.6,Var,0.0,Var,2,0.6,182,4,0,1209,1411,2315.0,2,Var,Var,Yok,Normal,Gri
864,Yok,2.5,Yok,10.0,Var,24,0.7,148,4,15,1362,1378,3964.0,12,Var,Var,Yok,Pahalı,Sarı
1595,Var,2.6,Yok,7.0,Yok,12,0.3,121,8,19,344,655,3608.0,16,Yok,Var,Yok,Pahalı,Pembe
1479,Yok,0.5,Yok,8.0,Yok,19,0.6,156,3,10,180,1476,3323.0,6,Var,Yok,Var,Pahalı,Siyah
1727,Yok,2.1,Yok,2.0,Var,63,0.6,85,7,8,1463,1992,2457.0,7,Var,Yok,Var,Pahalı,Turkuaz
1250,Var,1.4,Yok,8.0,Yok,44,0.2,182,7,20,703,1011,1882.0,14,Yok,Yok,Yok,Ucuz,Mor
1793,Yok,1.8,Var,10.0,Yok,12,0.5,169,6,17,1086,1418,3533.0,15,Var,Var,Var,Pahalı,Sarı
1103,Yok,1.0,Var,6.0,Yok,29,0.7,111,6,8,990,1486,1837.0,16,Yok,Var,Var,Ucuz,Pembe
1509,Yok,0.6,Var,5.0,Yok,50,0.3,81,4,8,1010,1684,1540.0,3,Var,Var,Yok,Ucuz,Siyah
1596,Yok,2.9,Var,7.0,Yok,7,0.7,149,2,9,169,1190,2493.0,13,Var,Var,Var,Normal,Gri
603,Var,0.7,Var,0.0,Var,64,0.2,156,6,0,1842,1968,604.0,8,Var,Var,Var,Çok Ucuz,Kahverengi
1417,Var,0.5,Yok,10.0,Var,45,0.9,166,4,19,364,1029,2129.0,12,Var,Yok,Var,Ucuz,Mor
691,Var,2.7,Var,4.0,Var,33,0.9,108,4,8,951,962,424.0,15,Var,Var,Var,Çok Ucuz,Yeşil
1848,Var,1.4,Var,2.0,Var,42,0.7,179,2,10,154,605,3902.0,3,Var,Yok,Var,Pahalı,Mavi
1713,Var,2.0,Yok,9.0,Var,5,0.7,199,6,16,108,1963,1513.0,2,Var,Yok,Var,Ucuz,Turkuaz
1948,Yok,2.8,Var,8.0,Yok,16,0.1,100,5,10,631,1940,3630.0,17,Yok,Var,Yok,Pahalı,Beyaz
1514,Yok,2.9,Yok,0.0,Yok,27,0.2,118,3,1,186,1810,1152.0,20,Yok,Var,Var,Ucuz,Kahverengi
511,Yok,0.7,Var,1.0,Var,52,0.7,180,2,10,24,759,3865.0,7,Var,Yok,Var,Normal,Gri
1349,Var,2.1,Var,3.0,Yok,46,0.9,134,6,12,212,623,2367.0,10,Var,Yok,Var,Ucuz,Mavi
1642,Var,1.6,Var,0.0,Yok,5,0.4,102,5,2,1686,1889,1333.0,2,Yok,Yok,Var,Normal,Kahverengi
1547,Var,3.0,Var,2.0,Var,14,0.7,198,3,19,1042,1832,2059.0,15,Var,Yok,Var,Normal,Mavi
721,Var,1.3,Var,10.0,Yok,16,0.9,125,1,18,408,1862,1713.0,4,Yok,Var,Var,Ucuz,Gri
1975,Var,1.5,Yok,6.0,Var,16,0.9,128,8,11,80,655,2998.0,13,Var,Var,Yok,Normal,Kahverengi
1270,Var,2.3,Yok,0.0,Yok,58,0.5,104,5,1,1512,1716,3299.0,16,Yok,Yok,Var,Pahalı,Kırmızı
612,Var,1.9,Var,6.0,Yok,16,0.3,102,7,7,1360,1891,3161.0,3,Yok,Yok,Yok,Pahalı,Turkuaz
1893,Var,2.1,Var,8.0,Yok,63,0.2,134,2,11,637,763,3822.0,18,Yok,Var,Var,Pahalı,Mavi
1355,Yok,2.3,Yok,10.0,Var,23,0.2,132,5,16,651,891,880.0,8,Var,Var,Yok,Çok Ucuz,Beyaz
1108,Var,1.3,Var,14.0,Var,2,0.3,169,7,20,208,1742,1229.0,4,Var,Var,Yok,Çok Ucuz,Beyaz
1938,Var,0.5,Var,5.0,Yok,44,0.5,121,2,9,1299,1935,3497.0,18,Yok,Var,Yok,Pahalı,Mavi
1253,Yok,0.7,Yok,0.0,Var,34,0.9,113,4,10,161,647,3518.0,8,Var,Var,Var,Pahalı,Sarı
1237,Yok,0.5,Yok,2.0,Yok,27,0.1,87,8,5,274,603,2454.0,8,Var,Var,Var,Normal,Siyah
804,Var,0.8,Var,12.0,Var,41,0.9,89,1,13,709,818,2027.0,11,Var,Yok,Yok,Ucuz,Mavi
1680,Var,1.2,Var,6.0,Var,37,0.7,168,4,7,679,1231,1459.0,2,Var,Var,Yok,Ucuz,Kırmızı
1262,Yok,1.8,Var,12.0,Yok,34,0.1,149,5,16,223,737,3248.0,4,Yok,Var,Var,Normal,Gri
1063,Yok,2.0,Yok,0.0,Yok,27,0.2,86,6,7,201,582,2668.0,19,Yok,Yok,Yok,Normal,Gri
930,Var,1.0,Var,4.0,Var,4,0.9,144,8,10,1017,1289,2016.0,16,Var,Var,Var,Ucuz,Kahverengi
969,Yok,1.8,Var,2.0,Var,44,0.6,158,3,7,167,909,641.0,8,Var,Yok,Var,Çok Ucuz,Turkuaz
915,Yok,1.1,Yok,6.0,Yok,56,0.6,187,8,17,532,1448,905.0,12,Yok,Var,Yok,Çok Ucuz,Turkuaz
999,Var,1.8,Var,0.0,Var,27,0.1,167,4,1,20,745,1344.0,5,Var,Yok,Yok,Çok Ucuz,Gri
1362,Var,2.9,Yok,0.0,Yok,47,0.5,186,6,4,600,1042,3629.0,5,Yok,Var,Var,Pahalı,Turuncu
1264,Yok,2.9,Var,2.0,Var,34,0.2,171,3,3,562,849,419.0,3,Var,Var,Var,Çok Ucuz,Mor
1748,Yok,1.7,Var,6.0,Var,14,0.5,146,3,7,859,1234,3968.0,3,Var,Yok,Var,Pahalı,Mor
1657,Var,2.4,Yok,3.0,Yok,42,0.1,198,5,16,1770,1796,2597.0,14,Var,Yok,Yok,Pahalı,Sarı
1900,Var,2.0,Var,1.0,Yok,41,0.5,190,8,6,912,1596,850.0,4,Var,Var,Var,Ucuz,Turkuaz
1563,Yok,2.4,Yok,0.0,Var,24,0.2,170,8,0,142,1699,3660.0,5,Var,Var,Yok,Pahalı,Yeşil
648,Var,1.8,Yok,1.0,Var,60,0.1,195,4,4,931,1811,819.0,4,Var,Yok,Yok,Çok Ucuz,Turkuaz
880,Yok,2.0,Var,1.0,Var,50,0.5,194,7,3,1116,1381,827.0,6,Var,Yok,Var,Çok Ucuz,Kırmızı
1751,Yok,2.5,Yok,1.0,Yok,4,0.6,146,8,9,1499,1952,1155.0,12,Yok,Var,Var,Ucuz,Siyah
1234,Yok,1.7,Var,8.0,Yok,17,0.9,174,6,15,209,725,3351.0,19,Yok,Yok,Var,Normal,Turuncu
730,Yok,1.5,Yok,9.0,Yok,9,0.7,122,4,15,1371,1677,2787.0,7,Var,Yok,Var,Normal,Turuncu
1076,Yok,2.5,Yok,3.0,Yok,14,0.2,105,5,4,545,1300,2043.0,14,Yok,Yok,Yok,Ucuz,Mavi
1703,Var,1.5,Var,17.0,Var,55,0.7,138,5,19,1411,1711,2993.0,20,Var,Var,Var,Pahalı,Yeşil
1220,Var,2.8,Yok,1.0,Yok,54,0.7,109,7,20,383,1249,1037.0,15,Var,Yok,Yok,Çok Ucuz,Kırmızı
1236,Var,2.8,Yok,6.0,Var,32,0.3,143,4,18,492,1403,942.0,14,Var,Var,Var,Çok Ucuz,Turkuaz
1073,Var,0.5,Var,0.0,Yok,51,0.5,145,7,0,690,804,2908.0,18,Yok,Var,Yok,Normal,Siyah
508,Yok,1.6,Var,0.0,Yok,9,0.4,162,6,2,1419,1920,2616.0,10,Var,Var,Var,Normal,Siyah
1171,Var,1.7,Var,2.0,Yok,19,0.3,167,7,19,248,755,263.0,8,Yok,Yok,Yok,Çok Ucuz,Turkuaz
1648,Yok,0.7,Yok,6.0,Var,64,0.8,170,4,9,1153,1876,610.0,6,Var,Var,Yok,Ucuz,Siyah
712,Yok,2.5,Var,1.0,Yok,49,0.6,99,6,3,1131,1743,401.0,10,Var,Yok,Var,Çok Ucuz,Gri
1880,Var,1.8,Yok,4.0,Var,18,0.7,138,3,5,71,699,3333.0,7,Var,Yok,Yok,Pahalı,Mor
1494,Yok,2.4,Yok,6.0,Var,3,0.9,93,7,17,944,1003,1208.0,17,Var,Var,Yok,Ucuz,Yeşil
1166,Yok,1.5,Var,0.0,Var,43,0.8,80,4,1,205,603,3993.0,7,Var,Var,Yok,Pahalı,Gri
633,Var,1.4,Yok,0.0,Var,46,0.7,102,6,10,709,1915,1401.0,11,Var,Var,Yok,Ucuz,Mor
881,Yok,1.0,Yok,1.0,Yok,64,0.5,160,3,6,115,636,2110.0,6,Var,Var,Var,Ucuz,Mor
1161,Yok,1.3,Var,0.0,Var,21,0.6,126,8,12,308,1169,3336.0,14,Var,Yok,Var,Pahalı,Turuncu
1678,Var,2.3,Var,11.0,Yok,7,0.5,192,1,14,418,1763,574.0,19,Var,Yok,Yok,Çok Ucuz,Mor
1578,Yok,1.9,Var,2.0,Var,37,0.1,138,4,19,411,1226,2458.0,3,Var,Yok,Var,Normal,Mor
1135,Var,2.8,Var,9.0,Yok,43,0.4,158,1,11,690,1589,3204.0,6,Var,Yok,Yok,Pahalı,Mor
1412,Yok,0.6,Yok,9.0,Yok,57,0.2,86,3,10,2,660,1853.0,18,Yok,Yok,Var,Ucuz,Beyaz
1382,Var,0.5,Yok,7.0,Var,13,0.3,199,2,18,612,719,2073.0,9,Var,Yok,Var,Ucuz,Kırmızı
1261,Yok,0.5,Yok,3.0,Var,52,0.3,86,2,9,605,1429,1365.0,16,Var,Yok,Var,Ucuz,Kahverengi
1802,Var,1.2,Var,8.0,Yok,27,0.5,116,5,16,453,963,1885.0,7,Var,Var,Yok,Normal,Turuncu
1020,Yok,1.5,Yok,13.0,Var,7,0.7,96,3,18,870,1613,1142.0,8,Var,Yok,Var,Ucuz,Sarı
1045,Var,1.2,Var,3.0,Var,40,0.1,175,6,7,1078,1564,2137.0,12,Var,Yok,Var,Normal,Kahverengi
1097,Yok,1.4,Yok,0.0,Yok,60,0.8,181,1,17,405,519,509.0,12,Var,Yok,Yok,Çok Ucuz,Siyah
1249,Var,0.5,Yok,3.0,Var,55,0.8,140,3,8,605,1193,531.0,13,Var,Var,Var,Çok Ucuz,Kahverengi
972,Var,1.7,Yok,0.0,Var,54,0.7,107,3,4,681,1050,1900.0,19,Var,Yok,Var,Ucuz,Beyaz
635,Var,0.5,Yok,9.0,Yok,16,1.0,110,7,17,599,1299,2452.0,8,Var,Yok,Yok,Normal,Turuncu
1334,Var,2.4,Yok,5.0,Var,42,0.6,115,5,14,1187,1974,2542.0,8,Var,Yok,Yok,Pahalı,Beyaz
569,Var,2.5,Var,0.0,Yok,41,0.3,124,1,1,388,605,2651.0,4,Yok,Yok,Yok,Ucuz,Siyah
1138,Yok,1.1,Yok,5.0,Var,48,0.6,109,3,14,233,1777,2048.0,18,Var,Var,Var,Normal,Beyaz
777,Var,2.6,Yok,3.0,Yok,30,0.9,148,5,17,189,1143,3886.0,7,Var,Yok,Yok,Pahalı,Beyaz
1095,Var,2.6,Var,0.0,Var,44,0.7,103,4,5,838,1066,3209.0,8,Var,Var,Var,Pahalı,Pembe
1206,Yok,3.0,Var,10.0,Var,30,0.6,127,3,13,1581,1713,1825.0,4,Var,Yok,Var,Normal,Siyah
911,Var,2.2,Var,1.0,Var,28,0.5,182,2,2,157,763,2638.0,13,Var,Var,Var,Ucuz,Mavi
1242,Yok,1.1,Var,0.0,Yok,10,0.6,165,2,1,459,1225,1050.0,4,Var,Yok,Var,Çok Ucuz,Beyaz
1404,Yok,2.1,Yok,16.0,Yok,44,0.9,151,1,20,1703,1880,1196.0,5,Yok,Yok,Var,Ucuz,Kahverengi
1349,Yok,2.0,Var,15.0,Yok,62,0.3,114,5,16,592,772,2756.0,4,Var,Yok,Yok,Normal,Mor
1567,Yok,2.1,Var,3.0,Yok,22,0.8,153,3,19,190,1326,3991.0,10,Var,Yok,Yok,Pahalı,Beyaz
1735,Var,1.9,Var,0.0,Var,59,0.7,148,6,0,137,846,3230.0,9,Var,Var,Yok,Pahalı,Yeşil
513,Var,0.5,Yok,6.0,Var,44,0.1,186,4,12,619,867,1343.0,9,Var,Var,Yok,Çok Ucuz,Beyaz
554,Var,1.3,Yok,0.0,Yok,12,0.1,105,6,10,85,806,3764.0,4,Yok,Var,Var,Normal,Turuncu
1490,Var,0.5,Var,4.0,Var,64,0.3,150,8,8,1417,1464,3600.0,7,Var,Var,Var,Pahalı,Turuncu
1880,Yok,0.5,Yok,0.0,Var,7,0.6,104,4,1,890,1019,2968.0,3,Var,Var,Yok,Pahalı,Sarı
598,Var,0.8,Var,8.0,Var,62,0.1,117,8,9,118,764,3066.0,19,Var,Var,Yok,Normal,Yeşil
1175,Var,1.3,Yok,2.0,Yok,19,0.3,164,7,9,873,1394,1944.0,9,Var,Var,Yok,Ucuz,Pembe
1868,Yok,2.0,Var,0.0,Var,42,0.2,169,1,4,347,660,3131.0,7,Var,Var,Var,Pahalı,Sarı
1836,Yok,1.1,Var,0.0,Yok,14,0.7,104,5,1,168,1068,2469.0,7,Var,Var,Var,Normal,Turuncu
544,Var,0.5,Var,2.0,Var,7,0.2,129,5,15,227,610,1675.0,17,Var,Var,Yok,Çok Ucuz,Kırmızı
1201,Var,0.5,Yok,1.0,Var,10,0.4,198,6,5,1151,1723,726.0,3,Var,Var,Yok,Çok Ucuz,Beyaz
1924,Yok,0.5,Yok,3.0,Var,63,0.3,111,2,10,122,686,3423.0,19,Var,Yok,Yok,Pahalı,Pembe
665,Var,0.7,Yok,0.0,Var,31,0.1,185,5,2,496,1804,690.0,15,Var,Yok,Yok,Çok Ucuz,Turuncu
1224,Yok,0.5,Yok,16.0,Var,6,0.4,109,6,18,747,826,506.0,11,Var,Var,Var,Çok Ucuz,Turuncu
1595,Yok,1.9,Var,1.0,Yok,63,0.9,88,1,20,1475,1988,908.0,6,Yok,Yok,Var,Ucuz,Gri
1429,Yok,1.5,Var,0.0,Var,40,0.9,100,3,14,246,820,3945.0,18,Var,Yok,Var,Pahalı,Turkuaz
1470,Yok,2.2,Var,4.0,Var,33,0.4,138,7,10,1790,1988,1633.0,4,Var,Yok,Yok,Normal,Siyah
1523,Var,2.4,Yok,5.0,Var,57,0.2,117,2,6,247,539,3971.0,10,Var,Var,Var,Pahalı,Turuncu
1862,Yok,1.5,Yok,1.0,Yok,62,1.0,182,1,2,386,1046,1017.0,9,Var,Yok,Yok,Ucuz,Gri
550,Var,0.5,Yok,16.0,Var,23,0.1,145,2,17,486,1930,302.0,8,Var,Yok,Yok,Çok Ucuz,Beyaz
1403,Yok,2.7,Yok,2.0,Var,26,0.1,164,5,3,461,1251,3371.0,9,Var,Yok,Var,Pahalı,Turuncu
1066,Yok,1.6,Yok,5.0,Yok,39,0.6,131,5,17,401,1586,2728.0,17,Var,Var,Var,Normal,Turuncu
1608,Yok,1.8,Var,7.0,Yok,28,0.4,183,2,13,1013,1158,489.0,8,Yok,Yok,Var,Çok Ucuz,Gri
1977,Yok,1.3,Var,2.0,Yok,31,0.4,173,8,6,1145,1356,2641.0,7,Yok,Yok,Yok,Pahalı,Mor
875,Var,0.7,Var,1.0,Yok,30,0.7,146,8,8,469,853,702.0,15,Var,Var,Var,Çok Ucuz,Mor
1018,Var,0.7,Var,7.0,Yok,63,0.1,155,5,18,856,883,3048.0,2,Yok,Yok,Var,Normal,Beyaz
672,Var,0.5,Var,0.0,Yok,54,0.9,95,4,11,578,1143,667.0,14,Yok,Yok,Yok,Çok Ucuz,Turuncu
1375,Var,1.1,Yok,3.0,Var,9,0.9,145,7,19,475,726,3869.0,10,Var,Var,Var,Pahalı,Gri
1476,Yok,0.5,Yok,0.0,Var,43,0.7,148,2,2,1789,1972,3644.0,6,Var,Yok,Var,Pahalı,Turkuaz
1162,Yok,2.0,Yok,0.0,Var,56,0.7,114,7,1,56,997,1652.0,20,Var,Yok,Yok,Ucuz,Sarı
1454,Var,1.6,Yok,6.0,Var,21,0.2,160,4,10,186,1100,719.0,10,Var,Var,Var,Çok Ucuz,Pembe
1420,Yok,2.8,Var,1.0,Yok,50,0.1,100,8,8,194,1393,763.0,17,Yok,Var,Var,Çok Ucuz,Beyaz
1660,Yok,0.5,Yok,2.0,Var,15,0.7,100,8,8,440,569,2424.0,9,Var,Var,Yok,Normal,Gri
1576,Yok,2.6,Yok,7.0,Yok,58,0.2,90,3,16,400,631,336.0,13,Var,Var,Var,Çok Ucuz,Siyah
1366,Var,1.7,Var,5.0,Var,53,0.2,161,5,9,647,1876,3869.0,14,Var,Yok,Var,Pahalı,Sarı
659,Yok,2.2,Yok,0.0,Var,24,0.7,151,8,2,924,1877,3925.0,10,Var,Var,Var,Pahalı,Siyah
1992,Var,0.6,Var,11.0,Yok,2,0.1,141,1,14,649,895,3206.0,10,Var,Var,Yok,Pahalı,Beyaz
599,Var,2.9,Yok,0.0,Var,64,0.3,186,8,1,103,646,3396.0,7,Var,Yok,Yok,Normal,Kırmızı
1671,Yok,0.6,Var,7.0,Var,61,0.1,129,2,11,263,848,2336.0,7,Var,Yok,Yok,Normal,Sarı
1568,Var,0.5,Yok,16.0,Yok,33,1.0,150,8,20,413,654,508.0,6,Var,Var,Var,Çok Ucuz,Mavi
1110,Yok,1.5,Yok,2.0,Var,12,0.3,153,8,5,961,1950,624.0,15,Var,Yok,Yok,Çok Ucuz,Sarı
793,Var,2.8,Var,1.0,Var,64,0.4,179,4,2,818,1006,2296.0,5,Var,Var,Yok,Ucuz,Yeşil
1583,Yok,1.2,Var,0.0,Yok,14,0.2,148,2,4,1171,1673,2498.0,8,Yok,Yok,Var,Normal,Sarı
946,Yok,2.1,Yok,0.0,Var,19,0.2,154,8,0,159,630,2104.0,16,Var,Var,Yok,Ucuz,Kırmızı
1627,Yok,0.9,Var,9.0,Var,32,0.1,180,6,16,52,1082,3206.0,16,Var,Var,Yok,Pahalı,Mor
730,Var,1.3,Var,6.0,Yok,6,0.9,167,7,10,1096,1155,2812.0,17,Yok,Yok,Yok,Normal,Kahverengi
580,Var,1.2,Var,0.0,Yok,47,0.9,91,3,1,1086,1345,3451.0,11,Var,Var,Yok,Pahalı,Turuncu
1558,Var,2.4,Yok,0.0,Var,27,0.1,146,1,1,120,1409,3598.0,12,Var,Yok,Var,Pahalı,Mor
1053,Yok,2.9,Yok,7.0,Yok,42,0.9,126,6,17,419,1261,1339.0,14,Yok,Yok,Var,Çok Ucuz,Beyaz
831,Var,0.7,Yok,2.0,Var,62,0.7,134,8,9,1482,1490,2573.0,18,Var,Yok,Var,Normal,Beyaz
1065,Yok,1.7,Var,4.0,Var,48,0.3,162,6,8,1188,1948,265.0,12,Var,Yok,Yok,Çok Ucuz,Mavi
1667,Yok,1.0,Var,0.0,Var,21,0.9,138,2,0,1211,1396,635.0,15,Var,Yok,Yok,Çok Ucuz,Gri
1695,Yok,0.5,Var,6.0,Var,46,0.7,200,3,9,1791,1898,446.0,15,Var,Var,Var,Ucuz,Gri
1253,Var,0.5,Var,5.0,Var,5,0.2,152,2,19,685,714,1878.0,4,Var,Var,Yok,Ucuz,Kırmızı
1273,Var,0.7,Yok,1.0,Yok,23,0.6,178,6,14,485,1399,558.0,13,Var,Yok,Yok,Çok Ucuz,Siyah
1860,Var,2.3,Yok,15.0,Yok,23,0.6,162,4,16,1362,1506,3918.0,8,Yok,Var,Yok,Pahalı,Kahverengi
1271,Yok,0.5,Var,2.0,Yok,54,0.1,159,8,3,613,650,990.0,6,Yok,Var,Var,Çok Ucuz,Pembe
1484,Yok,3.0,Yok,3.0,Yok,12,0.6,134,3,5,916,969,1457.0,20,Var,Var,Yok,Ucuz,Siyah
894,Yok,0.9,Yok,5.0,Var,54,0.2,130,3,15,104,541,2829.0,13,Var,Yok,Var,Normal,Siyah
1576,Var,2.2,Yok,8.0,Yok,5,0.7,139,3,17,258,789,3904.0,7,Var,Var,Var,Pahalı,Mor
793,Var,1.9,Var,0.0,Var,43,0.3,124,8,2,15,1196,1050.0,3,Var,Var,Var,Çok Ucuz,Siyah
1432,Var,1.7,Var,6.0,Var,39,0.3,164,4,18,209,947,504.0,10,Var,Var,Yok,Çok Ucuz,Pembe
1379,Var,1.5,Yok,6.0,Var,9,0.8,118,8,13,98,755,1693.0,18,Var,Yok,Var,Ucuz,Pembe
1910,Yok,1.4,Yok,0.0,Yok,29,0.6,146,7,2,333,639,2944.0,2,Var,Var,Var,Normal,Kahverengi
1245,Var,0.6,Yok,2.0,Yok,30,0.7,105,5,3,330,1434,2676.0,7,Var,Yok,Yok,Normal,Kahverengi
1523,Var,1.8,Yok,6.0,Var,11,0.1,129,1,8,148,1606,707.0,19,Var,Var,Yok,Çok Ucuz,Gri
